*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
75o,-3.05146,-3.02365,-3.0652,-3.05288,-3.08105,-3.18081,-3.30591,-0.926431,-1.75946,-0.951988,-0.949516,-2.44505,-0.969133,-2.52801,-2.52291,-0.955804,-1.82524,-0.942201,-2.58647,-0.953339,-0.954086,-0.972949,-2.53823,-1.41782,-2.509,-2.53313,-0.680162,-1.00274,-0.945774,-1.36747,-0.764626,-2.55795,-2.59669,-1.02231,-0.625469,-4.05008,-0.928959,-0.588719,-2.69151,-2.51843,-3.84601,-1.9451,-0.977444,-1.36351,-1.05841,-0.538696,-2.75505,-0.278391,-1.47317,-0.760031,-2.47374,-0.957136,-1.34615,-1.31732,-1.00992,-2.6194,-2.87499,-3.8761,-1.1754,-0.551795,-1.34232,-1.92788,-0.515044,-1.07133,-0.989261,-0.156177,-0.777687,-2.56329,-3.68644,-2.72763,-0.465021,-1.31046,-1.04571,-1.23607,-1.32033,-0.569451,-3.81238,-2.9257,-2.67039,-1.10904,-1.98567,-0.5327,-1.07973,-1.37744,-0.747212,-0.938279,-0.00475331,-0.482677,-3.66871,-1.26964,-2.85277,-3.74757,-1.29383,-1.29532,-0.556893,-0.802316,-0.520143,-1.16681,-2.96166,-1.26624,-3.93777,-1.8898,-0.83266,-0.47012,-0.996065,-1.22383,-3.54354,-0.55784,-3.68776,-0.844482,-1.25631,-2.06783,-1.23011,-0.521089,-0.526095,-1.12929,-3.60975,-0.471066,-1.20865,-2.16473,-0.958525,-3.40077,-0.508794,-0.0698988,-1.25997,-0.487079,-2.20115,0.782805,-0.507499,-3.43744,-1.13295,-0.437055,-1.31366,0.170143,-0.962185,0.550767,-3.38501,0.481818,-0.422176,-1.11498,0.0272374,-0.384741,0.210976,-1.03385,3.01132,0.584008,0.55906,-1.11059,-0.863104,0.630319,0.933507,0.232324,2.17675,2.0877,0.670595,0.637198,-0.837497,0.709049,-0.704629,1.07122,2.28971,2.33517,0.70085,2.56187,1.14584,2.57561,2.58578,2.81424,2.79379
82s,-3.09064,-3.1025,-3.09242,-3.11204,-3.1343,-3.15208,-1.75144,-0.974899,-1.72574,-0.973259,-0.987817,-2.47493,-1.0054,-2.47233,-2.52119,-1.00281,-1.63814,-0.990317,-2.57971,-1.00118,-1.4219,-1.01573,-2.56234,-0.806534,-2.53316,-2.55985,-1.57348,-1.03774,-1.00042,-0.827248,-0.771768,-4.08943,-2.60871,-1.05229,-0.807759,-1.94775,-1.37839,-0.785893,-2.67952,-2.56141,-2.01257,-1.83642,-1.03665,-0.806336,-1.10327,-1.32635,-2.72839,-1.48642,-1.94773,-0.787094,-3.95061,-1.36381,-1.8748,-0.785887,-1.08424,-2.68004,-2.89249,-1.94469,-3.7806,-0.766398,-0.781692,-1.88345,-0.744532,-1.13044,-1.3426,-1.39466,-0.779855,-3.9099,-1.87963,-2.83335,-1.29911,-0.778648,-1.30928,-1.81481,-0.839394,-0.759159,-1.86844,-2.98205,-3.84817,-1.74188,-1.86309,-0.737293,-1.25875,-0.893606,-0.768186,-3.69529,-0.59974,-1.2683,-1.85927,-0.783728,-3.74788,-2.05288,-1.79445,-0.928266,-0.764238,-0.822398,-0.742373,-1.72152,-3.59189,-0.601884,-2.22604,-1.82845,-0.857052,-1.24796,-3.60187,-0.768848,-1.87813,-0.766107,-2.33665,-0.442019,-1.81329,-2.0016,-0.803502,-0.744241,0.16894,-1.74038,-1.56606,-1.21626,-0.296784,-2.1122,-3.54344,-1.83339,-0.731669,0.25454,-1.82207,-0.726558,-1.05003,0.218029,-0.154937,-1.944,-1.74914,-1.15679,0.971304,0.339743,-3.44924,0.239957,-0.580942,0.303239,-0.111016,-1.71478,1.23989,0.0116009,0.425312,-1.69537,1.12221,0.325538,0.388814,-0.119471,-3.26569,0.352346,1.51013,1.09481,1.19031,1.39246,0.92529,1.01533,0.0242506,0.933414,0.256585,1.78192,1.46213,1.66426,0.959926,1.54914,4.03618,3.48445,3.77773,3.51233,3.6005
73s,-2.97563,-2.9499,-2.988,-2.97683,-2.99425,-3.01203,-3.03001,-0.89824,-1.67896,-0.922184,-0.920544,-2.23614,-0.935097,-2.31233,-2.30974,-0.92615,-1.63126,-0.920025,-2.35859,-0.92451,-0.938995,-0.939069,-2.32355,-1.34953,-2.31202,-2.32095,-1.57362,-0.971069,-0.923762,-0.790763,-0.732541,-2.37271,-2.3698,-0.969435,-0.771273,-3.85602,-0.914828,-1.26359,-2.46775,-2.32251,-1.904,-1.71939,-0.950769,-1.29729,-1.00551,-0.516102,-2.46526,-1.48912,-1.83916,-0.728334,-2.29338,-0.941606,-3.57958,-0.730147,-0.983456,-2.40724,-2.58346,-3.68861,-1.0379,-0.710657,-1.27584,-1.70426,-1.21577,-1.02821,-0.973952,-0.583452,-0.744804,-2.37737,-1.71011,-2.51465,-0.445036,-0.746617,-1.01591,-1.64529,-1.25401,-0.727128,-3.62419,-2.65901,-2.48375,-3.42708,-1.75694,-1.20791,-1.04432,-1.21876,-0.716294,-0.811842,0.00538283,-0.461507,-1.76278,-0.735505,-2.61917,-3.56035,-1.69795,-1.16072,-0.716015,-0.767765,-1.16961,-3.40665,-2.71098,-1.17167,-3.45398,-1.66844,-0.803007,-0.450394,-0.86452,-0.717599,-1.73017,-0.714865,-3.27397,-0.818333,-1.66535,-1.83311,-0.752848,-1.13498,-0.432849,-3.28934,-3.31647,-0.449244,-0.768173,-1.94561,-0.831907,-1.67575,-0.681015,-0.288167,-1.66443,-1.07691,-1.99456,0.206249,-0.69634,-1.78825,-3.18548,-0.432148,-1.02678,-0.147021,-0.830998,0.223183,-1.8372,0.291279,-0.978302,-1.55903,-0.559406,-0.394376,0.0116009,-3.00637,1.07601,0.784346,0.872978,-1.60798,-0.7791,0.79208,-0.100079,0.173183,1.12843,1.34567,0.566292,0.647053,-2.6937,0.575913,-0.659248,0.255712,3.02346,3.3123,0.712668,3.05023,0.924877,2.20091,2.45726,2.2331,2.67685
93o,-3.50248,-3.4629,-3.48532,-3.51189,-3.5361,-2.00149,-2.06233,-1.16812,-1.97176,-1.16565,-1.18056,-3.21514,-1.19871,-3.21015,-3.26144,-1.18469,-1.90577,-1.67791,-3.32336,-1.1996,-0.993924,-1.21775,-3.27155,-0.973279,-4.88349,-3.32283,-1.84068,-1.25218,-1.64021,-1.0145,-0.954721,-2.6578,-3.38475,-1.27033,-0.991919,-2.59088,-0.950375,-1.60944,-3.49416,-4.76468,-2.72224,-2.53061,-1.62664,-0.947642,-1.32462,-0.770073,-3.55607,-1.74515,-2.64564,-0.944374,-2.51625,-1.01342,-4.62193,-0.94626,-1.60586,-4.72686,-3.73272,-2.50765,-1.91666,-0.923679,-0.939356,-2.49706,-1.55605,-1.57924,-1.07527,-0.793219,-0.953314,-2.72005,-2.50358,-4.66599,-0.691013,-0.9552,-1.12986,-2.42699,-1.00121,-0.932619,-2.48408,-4.58648,-2.91976,-4.45405,-2.52917,-1.54301,-0.901886,-1.05579,-0.944149,-1.66439,-0.29478,-0.699953,-2.53569,-0.963262,-3.09602,-2.6838,-2.45909,-0.747012,-0.940682,-0.99873,-1.52518,-4.41869,-2.49881,0.0435051,-2.86005,-2.50297,-0.583265,-0.708016,-1.69651,-0.946826,-2.56518,-0.941472,-2.00181,0.13087,-2.48859,-2.6792,-0.406777,-1.49061,0.0930117,-4.36841,0.697961,-0.708806,0.217544,-1.4754,-1.726,-2.5155,-0.245402,0.179692,-2.4946,-0.0702039,0.975166,0.130945,0.305401,-0.906892,-4.26492,0.0248451,0.85214,0.267549,-1.73202,0.167956,1.25026,0.218808,1.12705,-0.383505,1.12723,0.59977,1.03949,0.0272374,0.970646,0.85534,0.950854,1.53212,0.478632,0.883144,1.40909,0.622879,1.08919,1.2525,0.478481,0.559707,4.13872,0.50631,2.49195,3.85604,3.26086,3.56976,0.761304,3.35287,2.56621,2.10378,2.3642,2.19584,2.86299
65o,-2.89134,-2.89188,-2.89251,-2.93276,-2.96073,-3.02683,-3.14623,-0.84823,-3.26901,-0.853431,-0.878908,-2.19417,-0.898427,-2.21137,-2.29409,-0.87532,-1.67437,-0.854293,-2.35734,-0.900798,-0.862901,-0.92031,-2.28322,-0.86953,-2.22401,-2.36595,-0.628915,-0.92211,-0.875935,-1.27517,-1.32053,-2.26222,-2.42919,-0.941623,-0.569322,-2.29369,-0.855932,-0.532686,-2.43603,-2.29508,-3.54924,-3.73583,-0.896888,-0.86778,-1.04781,-0.482818,-2.49928,-0.244813,-1.30293,-1.28881,-2.23993,-0.876649,-1.1763,-1.24501,-0.941989,-2.36403,-2.84043,-2.28868,-1.00619,-0.509257,-0.859885,-3.63795,-0.475066,-1.00309,-0.904106,-0.129319,-1.25782,-2.3081,-3.45596,-2.5087,-0.43843,-1.21555,-0.960267,-1.10806,-0.883867,-0.506582,-2.2635,-2.70567,-2.39555,-0.9894,-3.54228,-0.472391,-0.979978,-0.939035,-1.2287,-0.862473,-0.00679597,-0.435755,-3.36495,-1.20071,-2.57686,-2.33956,-1.10015,-0.95452,-0.520074,-1.28473,-0.485877,-0.981505,-2.64143,-0.98207,-2.51771,-3.45326,-1.19908,-0.449241,-0.85456,-1.15499,-3.32181,-0.520981,-2.56858,-1.1598,-1.14453,-3.6399,-1.14124,-0.486784,-1.10895,-1.02587,-2.65497,-0.450147,-1.11812,-3.37875,-0.898948,-3.17939,-0.454126,-1.05635,-1.14807,-0.4356,-3.26785,-0.069685,-0.450905,-3.15078,-1.02941,-0.398964,-3.11942,-0.413809,-0.902486,0.478538,-3.09265,0.166282,-0.365846,-0.944807,-2.90888,-0.344199,-0.328751,-0.874538,0.0271528,0.502403,0.206602,-0.934473,-0.747593,0.57667,-0.813431,-0.243693,1.93811,0.91423,0.535634,0.227353,-0.662244,0.643507,-0.581046,-0.541182,2.02006,1.05034,0.623628,2.37518,-0.268636,2.13317,1.12301,2.59042,2.53218
53s,-2.79493,-2.66363,-2.66414,-2.66355,-2.69815,-2.6804,-2.69828,-0.759164,-2.77975,-0.764181,-0.769205,-1.81057,-0.792996,-1.82688,-1.8432,-0.776861,-2.8828,-0.758918,-1.91891,-0.781885,-0.777777,-0.805676,-1.86246,-0.779837,-1.81188,-1.87879,-1.49977,-0.80273,-0.768363,-1.25709,-0.768517,-1.87218,-1.95451,-0.826527,-0.662069,-1.88447,-0.75949,-1.19083,-1.94638,-1.83713,-3.56759,-1.85597,-0.788876,-0.766592,-0.846899,-0.426367,-2.02211,-1.47009,-1.50999,-0.773522,-1.80819,-0.779776,-3.35668,-1.14,-0.805879,-1.90367,-2.08824,-1.83682,-0.771265,-0.591256,-0.759145,-1.86434,-1.07522,-0.845479,-0.79644,-0.489122,-0.771118,-1.87399,-3.1818,-1.95909,-0.36816,-1.10976,-0.833254,-1.2853,-0.775582,-0.588852,-1.81339,-2.08389,-1.92836,-2.97547,-1.85728,-1.04697,-0.845823,-0.795382,-0.759816,-0.585463,0.04396,-0.365756,-3.08857,-1.07207,-2.04432,-1.86702,-1.27824,-0.803997,-0.582598,-0.776387,-1.01126,-2.88838,-2.08747,-0.830401,-1.92902,-1.82168,-0.783496,-0.359502,-0.578398,-1.0291,-2.97161,-0.588925,-1.95959,-0.801402,-1.25899,-1.87333,-0.966992,-0.981792,-0.788772,-2.77752,-2.04362,-0.365829,-0.963431,-1.8991,-0.559139,-2.8387,-0.535545,-0.827234,-1.27951,-0.903324,-1.95627,-0.725743,-0.550998,-2.64572,-2.68833,-0.329746,-1.91613,-0.528117,-0.579671,-0.135164,-2.64173,-0.455422,-0.806715,-1.11164,-2.21507,-0.29279,-0.748778,-2.44223,-1.89884,0.0115296,-0.643733,-1.16098,-0.467327,0.523388,-1.0881,-0.194171,-0.0781153,-0.855791,0.161525,-0.108876,-2.13589,0.365264,-0.350094,-1.96405,0.254131,-1.63687,0.434477,2.16124,-0.0439969,0.872412,0.227198,1.54325,1.76044
63s,-2.82574,-2.82625,-2.82675,-2.86364,-2.85031,-2.86321,-2.88114,-0.823667,-2.96769,-0.8287,-0.852571,-2.00299,-0.850936,-2.01935,-2.09531,-0.850202,-1.59975,-0.832894,-2.09272,-0.874066,-0.851812,-0.872438,-2.08894,-0.856894,-2.03665,-2.1649,-1.56844,-0.894982,-0.854162,-0.737548,-1.25993,-2.09714,-2.16231,-0.893348,-0.718119,-2.11911,-0.845261,-1.17886,-2.23272,-2.10552,-1.74386,-3.56458,-0.874745,-0.855402,-0.939288,-0.463735,-2.23011,-1.48675,-1.67924,-1.22892,-2.07649,-0.86561,-3.30506,-0.67926,-0.901157,-2.17227,-2.37502,-2.11487,-0.88045,-0.65983,-0.847932,-3.46901,-1.14984,-0.930911,-0.891682,-0.540254,-1.19858,-2.14249,-1.55721,-2.25522,-0.421039,-0.676848,-0.918643,-1.49259,-0.87076,-0.657419,-2.09135,-2.35335,-2.22439,-3.21561,-3.37549,-1.12149,-0.946116,-0.896802,-1.16973,-0.743963,0.00339553,-0.418628,-1.55012,-0.689406,-2.31366,-2.16287,-1.48548,-0.920302,-0.669977,-1.13371,-1.10618,-3.12825,-2.4027,-0.944685,-2.24921,-3.28744,-1.07229,-0.431186,-0.736876,-0.654773,-1.5904,-0.652688,-2.32563,-1.07368,-1.52579,-3.17853,-0.687173,-1.05375,-0.949829,-3.08406,-2.40324,-0.413897,-0.703038,-2.98782,-0.77716,-1.48249,-0.615932,-0.681869,-1.47357,-0.992944,-2.99952,-0.28194,-0.631796,-1.58618,-2.92184,-0.393838,-2.61302,-0.610621,-0.724941,0.137123,-1.63685,-0.141405,-0.896037,-1.35884,-1.56914,-0.356774,-0.839445,-2.73365,-0.546592,0.676558,0.0115652,-1.40952,-0.663562,0.682751,-1.34182,-0.262637,0.847494,-0.0892506,0.491133,0.167676,-2.42637,0.498948,-0.545968,-2.2592,2.66835,0.254914,0.566475,2.68985,-0.254304,1.95357,0.900527,1.97992,2.19815
84o,-3.33828,-3.3514,-3.34026,-3.3615,-3.38571,-3.40904,-1.92469,-1.08666,-1.96231,-1.08419,-1.09909,-2.9557,-1.11725,-2.9506,-3.00187,-1.11603,-1.9036,-1.10327,-3.0638,-1.11356,-1.58937,-1.12847,-3.0489,-0.909622,-3.01769,-3.04389,-1.84087,-1.15016,-1.11424,-0.954092,-0.894307,-4.6001,-3.09518,-1.16507,-1.51716,-2.39503,-1.54469,-0.692912,-3.16537,-3.0483,-2.53701,-2.34539,-1.15049,-0.910076,-1.21715,-0.69285,-3.21665,-0.771049,-4.32616,-0.910051,-4.45761,-1.53047,-1.67124,-0.911938,-1.19895,-3.16864,-3.38643,-2.39386,-1.67029,-1.4897,-0.883729,-2.39387,-0.639577,-1.24596,-1.50914,-0.270051,-0.901616,-4.41757,-2.40041,-3.3267,-0.639514,-0.903502,-1.47486,-4.24016,-0.942649,-1.45691,-2.31125,-3.47987,-4.35498,-1.49984,-2.36961,-0.631141,-1.51552,-0.997858,-0.889208,-1.49889,-0.230652,-0.631079,-2.37613,-0.908321,-4.25112,-2.50179,-4.14055,-1.03263,-1.43584,-0.944417,-0.635953,-1.47556,-4.38795,-0.735231,-2.68008,-2.33276,-0.979181,-0.635897,-1.47463,-0.892514,-2.39499,-1.40277,-2.79188,-0.572059,-4.07965,-2.51105,-0.927278,-0.637379,0.11878,-1.49442,-1.97144,-0.637317,-0.396289,-2.62287,-1.49347,-2.34735,-1.32713,0.205273,-3.98088,-0.617625,-1.44678,0.151346,-0.070014,-2.45915,-1.50247,-0.617563,0.929463,0.93059,-1.50154,0.747524,-0.880487,0.843443,0.0602708,-3.74232,1.20398,0.0634179,0.570459,-1.43873,1.03077,0.422942,0.505357,0.0272374,-1.4378,0.685088,3.5003,0.645504,2.90867,3.21875,0.495533,0.580395,0.591058,0.690299,0.601004,2.38848,1.91628,2.18051,0.686562,2.62125,2.63014,2.14993,2.42215,2.63692,2.76166
92o,-3.5329,-3.49344,-3.5158,-3.54229,-3.56642,-2.01577,-2.05643,-1.18816,-2.01867,-1.1857,-1.20056,-3.28113,-1.21866,-3.27614,-3.32727,-1.20469,-1.92342,-1.70367,-3.38899,-1.21954,-0.994234,-1.23764,-3.33736,-0.999665,-4.96731,-3.38847,-1.85322,-1.27196,-1.66582,-1.01983,-0.963159,-2.66,-3.45019,-1.29006,-0.997319,-2.6751,-0.950821,-0.9973,-3.55926,-4.84809,-2.73805,-2.55618,-1.65205,-0.974107,-1.34418,-1.6149,-3.62098,-1.758,-2.66169,-0.953527,-2.51888,-1.01367,-2.66078,-0.952168,-1.63108,-4.80963,-3.79708,-2.59213,-4.6396,-0.929657,-0.965846,-2.52534,-0.929638,-1.60428,-1.07533,-1.71043,-0.962439,-2.72205,-2.52123,-4.74816,-1.56167,-0.96108,-1.12974,-2.44487,-1.02751,-0.938569,-2.56861,-4.66812,-2.92117,-2.44396,-2.55735,-0.938551,-0.903137,-1.08192,-0.953303,-4.47221,-0.771505,-1.54867,-2.55325,-0.969123,-3.09686,-2.76773,-2.4769,-0.767939,-0.946607,-1.00771,-0.946588,-2.47598,-2.5034,0.0429108,-2.94342,-2.53123,-0.58975,-1.53089,-4.43697,-0.952732,-2.58265,-0.947401,-2.06859,0.130005,-2.5063,-2.70694,-0.412138,-0.947376,0.036301,-2.50538,0.694734,-1.49644,0.21641,-1.49517,-4.38684,-2.53313,-0.258708,0.125306,-2.51229,-0.252866,0.97119,0.0905881,0.303994,-0.922971,-2.51138,-0.0702777,0.671274,0.212891,-4.28367,0.130042,1.24545,0.178178,0.382641,-0.425521,0.953521,1.12297,0.291538,-0.407325,0.840689,0.188258,0.253592,1.52643,0.0271528,0.215981,1.2345,1.11533,0.966852,1.12167,0.931742,1.02696,1.78226,0.959485,4.12603,1.49031,1.15597,1.36688,0.963265,1.24774,4.10229,3.5091,3.81704,3.60084,3.61246
43s,-2.82382,-2.69292,-2.69343,-2.69285,-2.69009,-2.72013,-2.73795,-0.778256,-2.78866,-0.783264,-0.788267,-1.87285,-0.793275,-1.8891,-1.90538,-0.795905,-2.88661,-0.784644,-1.92164,-0.800907,-0.803445,-0.805916,-1.92458,-0.789456,-1.893,-1.94086,-3.01215,-0.821695,-0.79406,-0.87173,-0.775172,-1.95312,-1.95711,-0.826697,-1.26233,-1.91437,-0.785214,-1.21065,-2.00824,-1.91816,-2.182,-1.87636,-0.81451,-0.776251,-0.847007,-0.446848,-2.0245,-1.48823,-3.58547,-0.780162,-1.88931,-0.805438,-3.42282,-0.789125,-0.831461,-1.9845,-2.09043,-1.86687,-0.837922,-1.14559,-0.768828,-1.88473,-1.09539,-0.845597,-0.822051,-0.511972,-0.777766,-1.95492,-1.92096,-2.03974,-0.388818,-0.786728,-0.83341,-3.20085,-0.785214,-1.11545,-1.84351,-2.08611,-2.00912,-3.04278,-1.87768,-1.06722,-0.909952,-0.795654,-0.766504,-0.65269,-0.00145287,-0.386421,-1.91391,-0.780493,-2.04664,-1.89697,-3.10792,-0.814149,-1.07787,-0.776711,-1.03162,-2.95594,-2.28486,-0.840337,-1.93159,-1.84217,-0.777661,-0.380187,-0.645646,-0.763059,-1.89473,-1.02615,-1.98895,-0.795384,-2.99132,-1.87606,-0.760785,-0.981867,-0.770826,-2.84544,-2.07229,-0.367779,-0.776417,-1.87777,-0.626446,-1.83963,-0.95718,-0.741088,-2.82972,-0.926363,-1.93433,-0.693444,-0.95276,-1.83103,-2.68993,-0.355292,-1.85777,-0.810661,-0.587678,-0.55509,-1.88096,-0.69212,-0.830051,-2.61306,-1.77002,-0.318455,-0.754146,-2.51687,-1.61685,-0.491133,-0.647914,-2.6064,-0.548046,0.0114943,-2.1609,-0.203451,-1.35634,-1.78889,0.0293333,-0.116647,-2.21149,0.161048,-0.431172,-1.98069,-1.15178,-1.64934,0.197894,0.253398,-0.0726621,0.667697,0.203071,0.869917,0.984814
74o,-3.20551,-3.17779,-3.21921,-3.20693,-3.22577,-3.24901,-3.34905,-1.00537,-1.84045,-1.03085,-1.02839,-2.69817,-1.04325,-2.78089,-2.77581,-1.03466,-1.89521,-1.02931,-2.82692,-1.03219,-1.03919,-1.04706,-2.79108,-1.51394,-2.78097,-2.78599,-1.83501,-1.08145,-1.03287,-0.898756,-0.839162,-2.82364,-2.8371,-1.07898,-1.44385,-4.35973,-1.01414,-0.665216,-2.94386,-2.79037,-2.36904,-2.178,-1.06444,-1.45953,-1.11497,-0.615348,-2.93889,-0.721108,-4.09246,-0.834582,-2.73969,-1.04223,-1.59189,-0.836462,-1.09682,-2.89102,-3.05845,-4.18553,-1.42168,-1.39385,-1.43816,-2.16084,-0.59177,-1.14211,-1.07425,-0.268571,-0.852183,-2.82897,-2.16734,-2.99892,-0.541902,-0.854064,-1.11657,-3.93336,-1.41598,-1.387,-4.12122,-3.14679,-2.93573,-1.35551,-2.21845,-0.609372,-1.15806,-1.37951,-0.821809,-1.18529,-0.117607,-0.559503,-2.22494,-0.841545,-3.07396,-4.05583,-3.91571,-1.41172,-1.34631,-0.873924,-0.596847,-1.41311,-3.20719,-1.31198,-3.9451,-2.12287,-0.909213,-0.546979,-1.2429,-0.822548,-2.18752,-1.31012,-4.05507,-0.92049,-3.79092,-2.29145,-0.857837,-0.595035,-0.562687,-1.37571,-3.74808,-0.545161,-0.869114,-2.40495,-1.20547,-2.12943,-1.2362,-0.387654,-3.68187,-0.575969,-2.4396,0.115773,-1.21481,-2.24293,-1.37314,-0.526101,-1.42475,-0.0697936,-1.2029,0.687392,-2.27758,0.784757,-0.51123,-3.44876,-0.860788,-0.473905,0.056737,-1.31162,0.906526,0.397108,0.48108,-3.39634,-1.14141,0.570205,0.0271528,0.10537,2.70939,3.02439,0.475004,0.55897,-1.11577,0.656537,-0.983311,0.572732,1.8218,2.09113,0.665291,2.24589,0.736115,2.07163,2.34098,2.53091,2.68096
72s,-3.11867,-3.09301,-3.13099,-3.11985,-3.13722,-3.15495,-3.16828,-0.973391,-1.75321,-0.997261,-0.995627,-2.47219,-1.01014,-2.54814,-2.54555,-1.00122,-1.6974,-0.995109,-2.59426,-0.999587,-1.01263,-1.01409,-2.55932,-1.43804,-2.54783,-2.55673,-1.63995,-1.046,-0.998834,-0.860626,-0.804811,-2.60617,-2.60543,-1.04437,-0.841197,-4.14378,-0.98854,-0.819399,-2.70308,-2.55829,-2.12079,-1.94367,-1.02576,-1.38572,-1.08033,-1.33308,-2.7006,-1.55572,-2.05617,-0.798748,-2.52709,-1.01524,-1.98358,-0.800555,-1.05834,-2.64276,-2.81844,-3.97614,-3.80427,-0.781126,-1.36409,-1.92285,-0.759328,-1.10296,-1.04748,-1.46727,-0.815167,-2.61084,-1.92868,-2.74984,-1.28541,-0.816975,-1.08931,-1.86404,-1.34208,-0.797545,-3.91113,-2.89373,-2.71687,-1.79147,-1.97535,-0.775747,-1.11763,-1.30669,-0.786745,-3.65222,-0.614285,-1.27757,-1.98118,-0.805897,-2.85187,-3.84674,-1.91656,-1.24858,-0.786467,-0.838057,-0.764669,-1.84397,-2.9434,-1.1743,-3.73991,-1.88714,-0.873197,-1.23939,-3.63185,-0.788052,-1.94866,-0.78532,-3.5597,-0.888191,-1.88405,-2.05131,-0.823186,-0.763522,-0.463638,-1.81145,-3.32701,-1.20487,-0.838187,-2.16344,-3.51492,-1.89443,-0.751581,-0.309025,-1.88314,-0.74648,-2.21144,0.123405,-0.766575,-2.00656,-1.81055,-1.14697,-1.12109,-0.193305,-3.41139,0.140293,-2.05456,0.208173,-0.69497,-1.77807,-0.621132,-1.0606,-0.149519,-1.75883,0.81909,0.22561,0.293477,-1.82607,-3.23282,0.235547,-0.244769,0.0115652,0.871346,1.08792,0.788558,0.876916,-1.59723,0.796651,-2.96221,-0.101602,1.14219,1.35877,0.823087,1.17539,0.255793,3.04472,3.33267,3.07252,3.16027
54o,-3.01287,-2.87191,-2.87254,-2.87201,-2.90966,-2.93265,-2.99366,-0.857869,-3.10645,-0.863038,-0.868207,-2.23872,-0.893527,-2.25581,-2.27293,-0.87649,-3.22135,-0.879636,-2.35515,-0.881659,-0.869064,-0.906979,-2.29008,-0.872432,-2.30935,-2.30718,-1.64708,-0.90284,-0.889628,-1.41084,-0.860281,-2.28546,-2.3894,-0.92816,-1.36125,-2.3062,-0.850621,-0.552099,-2.37683,-2.33229,-4.04031,-2.27996,-0.910458,-0.859183,-0.948842,-0.518119,-2.45905,-0.612675,-3.8408,-0.865764,-2.21564,-0.871204,-1.24794,-1.2874,-0.92755,-2.40081,-2.52716,-2.25354,-1.12972,-1.23957,-0.851331,-2.28472,-0.491892,-1.02651,-0.887944,-0.191722,-0.863106,-2.28339,-3.63494,-2.45733,-0.457912,-1.25635,-0.926816,-3.44083,-0.86783,-1.21029,-2.22852,-2.77515,-2.33877,-1.0538,-2.27685,-0.489234,-0.96953,-0.888543,-0.85117,-0.935593,-0.0766353,-0.455254,-3.53908,-1.21735,-2.46334,-2.28313,-3.35036,-0.925089,-1.17305,-0.868423,-0.482492,-1.04595,-2.60042,-0.927396,-2.3488,-2.2387,-0.903371,-0.448506,-0.927729,-1.17306,-3.41792,-1.1432,-2.46626,-0.898609,-3.2346,-2.29305,-1.20041,-0.48932,-0.89468,-1.02495,-2.47433,-0.455334,-1.08583,-2.40535,-0.906745,-3.28065,-1.06969,-1.00769,-3.14369,-0.470335,-2.39047,-0.908423,-1.02681,-3.37512,-1.04782,-0.436348,-2.37439,-0.96351,-0.929598,-0.0693724,-3.02058,-0.848438,-0.383118,-2.9119,-2.78296,-0.364706,-0.344142,-0.986591,-2.47568,0.049249,-0.251658,-2.78924,-0.868367,0.364307,-2.60016,-0.259608,0.0269854,-2.24134,0.0969067,-0.167124,-0.717132,0.386734,-0.646982,-0.590341,0.533255,-0.288611,0.463809,1.56529,-0.319476,0.693479,-0.0177456,1.64258,1.9989
