*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
J9s,-0.58879,-0.611062,-0.638672,-0.678794,-0.35011,-0.251198,-0.037436,-0.2647,-0.017278,-0.267988,-0.40692,-0.21476,-0.220396,-0.218916,-0.383744,-0.286432,0.00914,-0.367154,-0.168936,-0.396316,-0.137932,-0.239022,-0.238462,-0.127908,-0.340902,-0.373796,0.014362,-0.408012,-0.384528,-0.123444,-0.112072,-0.083066,-0.188668,-0.259148,-0.115772,-0.072116,-0.132134,-0.115766,-0.388006,-0.361298,-0.06706,-0.05491,-0.402968,-0.126836,-0.379396,-0.114118,-0.210028,0.032798,-0.058616,-0.11264,-0.07777,-0.14816,-0.058518,-0.113784,0,-0.382866,-0.356106,-0.07165,-0.056582,-0.106112,-0.123146,-0.056218,-0.106104,0.39118,0.342316,0.041598,-0.112908,-0.094914,-0.057446,0.049842,-0.104458,-0.114052,0.24964,-0.049004,0.345558,-0.10638,-0.068644,0.470808,0.419338,-0.048906,-0.057218,-0.106374,0.373644,0.267166,0.347864,-0.04697,0.053452,-0.104726,-0.058446,0.342234,0.30645,0.423498,-0.050004,0.380912,0.3512,0.28497,0.35281,-0.049906,0.452302,0.268666,0.32485,0.426656,0.40928,0.361124,-0.04797,0.301492,0.420392,0.304458,0.460862,0.286652,0.430348,0.343542,0.40408,0.305294,0.260778,0.432068,0.32559,0.312352,0.302404,0.492268,0.441182,0.361048,0.433658,0.271756,0.364434,0.43581,0.344466,0.251286,0.329828,0.486444,0.365362,0.444726,0.31785,0.29918,0.372988,0.248622,0.361148,0.278712,0.354526,0.518604,0.329438,0.35548,0.322902,0.520882,0.308556,0.267112,0.2972,0.390162,0.530614,0.276264,0.35845,0.348168,0.305758,0.33757,0.29238,0.322466,0.416212,0.301538,0.417318,0.383458,0.325198,0.357008,0.302564,0.33509,0.410146,0.351886,0.383696,0.361778,0.362822
Q9o,-0.702336,-0.726354,-0.813097,-0.42939,-0.431716,-0.35586,-0.105108,-0.348248,-0.077426,-0.514654,-0.294376,-0.316274,-0.30083,-0.497088,-0.258816,-0.502844,-0.073222,-0.47577,-0.266104,-0.313484,-0.211954,-0.319938,-0.48583,-0.197566,-0.450554,-0.27923,-0.056738,-0.480482,-0.494288,-0.202082,-0.197546,-0.168586,-0.28652,-0.46134,-0.194206,-0.152272,-0.206562,-0.1942,-0.459128,-0.472074,-0.156954,-0.15228,-0.049842,-0.196218,0.08725,-0.192508,-0.439218,-0.036686,-0.148112,-0.197882,-0.16424,0.317048,-0.148032,-0.191954,0.382866,0,0.152198,-0.151982,-0.14605,-0.184078,0.319618,-0.153846,-0.18407,0.353268,0.203432,-0.02677,0.313904,0.396796,-0.1472,0.46278,-0.18238,0.309252,0.180388,-0.138358,0.22146,0.318738,0.40017,0.430728,0.27745,-0.138278,0.393784,0.32042,0.33982,0.198416,0.238622,-0.136298,-0.013588,0.329392,0.388802,0.228056,0.252704,0.296518,0.399246,0.36945,0.2367,0.215578,0.237604,0.401006,0.421716,0.206808,0.271772,0.314756,0.364278,0.245062,0.410738,0.23243,0.303452,0.235528,0.454346,0.21827,0.313052,0.29001,0.38836,0.23643,0.190934,0.314016,0.280528,0.243888,0.238702,0.44844,0.322174,0.307916,0.42033,0.211368,0.31155,0.422684,0.292628,0.186772,0.266858,0.47428,0.312514,0.432404,0.263864,0.239524,0.320674,0.192076,0.314258,0.21493,0.292758,0.508742,0.285494,0.293774,0.26438,0.511168,0.258936,0.21139,0.239786,0.344308,0.521634,0.220814,0.315544,0.290638,0.264488,0.288986,0.237648,0.266044,0.37229,0.247076,0.373424,0.342386,0.285304,0.315828,0.248154,0.295676,0.370702,0.31362,0.344144,0.32399,0.32508
JTo,-0.654764,-0.68494,-0.715398,-0.74051,-0.297562,-0.07647,-0.056348,-0.296782,-0.034352,-0.300602,-0.448082,-0.262432,-0.445264,-0.267678,-0.426916,-0.323904,-0.00496,-0.162234,-0.419126,-0.466438,-0.157728,-0.463782,-0.292454,-0.147606,-0.118162,-0.448286,0.000616,-0.486138,-0.17729,-0.142354,-0.13075,-0.112272,-0.440662,-0.483482,-0.142348,-0.100606,-0.151564,-0.140656,-0.47111,-0.134382,-0.094164,-0.081572,-0.193778,-0.14627,-0.049842,-0.138966,-0.463486,0.008802,-0.094108,-0.131098,-0.10708,-0.168052,-0.092158,-0.132238,0.356106,-0.152198,0,-0.10033,-0.090178,-0.132232,-0.142326,-0.083152,-0.130542,0.383292,0.357704,0.02015,-0.131196,-0.124896,-0.084422,0.436872,-0.12885,-0.132338,0.383692,-0.084368,0.35851,-0.13233,-0.09759,0.467186,0.439212,-0.082418,-0.08447,-0.13064,0.247718,0.390512,0.365412,-0.080438,0.032658,-0.12895,-0.08574,0.359324,0.468232,0.440692,-0.085684,0.262166,0.361028,0.420186,0.37002,-0.083736,0.322702,0.22987,0.476242,0.448796,0.281118,0.379074,-0.081756,0.414536,0.442006,0.416682,0.338054,0.248822,0.443764,0.50892,0.29787,0.426194,0.226972,0.453486,0.303944,0.435832,0.264788,0.358086,0.4633,0.502514,0.323642,0.23804,0.504708,0.324532,0.323978,0.234684,0.289518,0.375906,0.514934,0.332002,0.301184,0.257238,0.525316,0.205266,0.340938,0.235568,0.31565,0.403736,0.312864,0.316666,0.283368,0.404712,0.31011,0.2314,0.2617,0.36763,0.41287,0.232334,0.333528,0.309626,0.278144,0.310922,0.257658,0.287958,0.395786,0.258596,0.396922,0.361686,0.3063,0.339078,0.266116,0.307238,0.39,0.334616,0.367394,0.335554,0.34368
K7o,-0.754164,-0.866699,-0.444576,-0.440734,-0.441838,-0.429934,-0.418034,-0.529816,-0.39238,-0.326024,-0.325852,-0.512984,-0.331264,-0.290552,-0.290664,-0.499296,-0.123272,-0.307518,-0.296812,-0.480426,-0.31226,-0.462374,-0.476254,-0.529416,-0.271604,-0.456658,-0.106368,0.05153,-0.419768,-0.24952,-0.244984,-0.276716,-0.437942,0.051814,-0.242432,-0.508324,-0.362084,-0.235342,0.11584,-0.392702,-0.20816,-0.203486,0.085804,-0.049854,0.03766,-0.227466,0.115842,-0.086692,-0.200188,0.193974,-0.33122,0.112838,-0.192192,0.190242,0.07165,0.151982,0.10033,0,-0.183292,0.192598,0.416084,0.265574,0.195652,0.05315,0.098686,-0.065706,0.198294,0.180618,0.26159,0.13647,0.205096,0.193274,0.080184,0.264284,0.386486,0.195344,0.500012,0.116432,0.165106,0.267764,0.27324,0.198582,0.069862,0.357012,0.203722,0.27822,-0.042512,0.20748,0.267902,0.192938,0.14507,0.467976,0.270324,0.329154,0.195008,0.181628,0.198246,0.274034,0.134214,0.3078,0.436048,0.278856,0.161124,0.207144,0.283944,0.19848,0.26727,0.19396,0.406136,0.14633,0.269692,0.255094,0.177976,0.1972,0.31405,0.273404,0.383232,0.206096,0.163182,0.23335,0.283312,0.273,0.201916,0.338216,0.268318,0.198566,0.21777,0.178386,0.187122,0.251254,0.27203,0.207464,0.394142,0.37027,0.281938,0.17648,0.235676,0.205922,0.211188,0.27692,0.420066,0.21454,0.402448,0.273528,0.250842,0.204142,0.233582,0.261342,0.283438,0.208022,0.454596,0.434754,0.24857,0.280234,0.232552,0.26199,0.287158,0.236436,0.291102,0.489274,0.278114,0.309776,0.246004,0.282446,0.524122,0.308474,0.340136,0.312806,0.323316
A2o,-0.864309,-0.426998,-0.428008,-0.427546,-0.425614,-0.409424,-0.404544,-0.50523,-0.404926,-0.494548,-0.476022,-0.481624,-0.450056,-0.470726,-0.451312,0.088834,-0.40166,-0.397696,-0.423814,0.082398,-0.347386,0.07609,0.155774,-0.288184,-0.367824,0.148744,-0.404794,0.058466,0.104322,-0.169044,-0.216092,-0.314156,0.14184,0.052158,-0.116944,-0.250752,0.122592,-0.1106,0.12285,0.171944,-0.124034,-0.17326,0.080388,0.114874,0.028352,-0.050294,0.115946,-0.391592,-0.067818,0.115658,0.191666,0.09866,-0.060992,0.142164,0.056582,0.14605,0.090178,0.183292,0,0.149496,0.114882,0.18418,0.156828,0.032902,0.074854,-0.376846,0.109224,0.165772,0.21168,0.120282,0.438348,0.13573,0.051174,0.219662,0.091076,0.143062,0.183286,0.09464,0.140004,0.22768,0.17715,0.150394,0.036494,0.067396,0.109358,0.524154,-0.316402,0.431122,0.20465,0.12942,0.114362,0.157518,0.212632,0.052716,0.136752,0.085678,0.144084,0.22065,0.098772,0.02929,0.131876,0.177272,0.070998,0.424024,0.516292,0.12968,0.197748,0.13057,0.116286,0.047572,0.205728,0.15163,0.115,0.137902,0.017862,0.213746,0.090898,0.417052,0.091574,0.136038,0.508556,0.197994,0.13983,0.067176,0.19895,0.14072,0.11065,0.0505,0.116404,0.182404,0.206968,0.419078,0.079006,0.092006,0.500946,0.063658,0.157016,0.075332,0.141234,0.209248,0.130866,0.41236,0.116834,0.210242,0.113082,0.088618,0.100162,0.18386,0.50337,0.096124,0.157712,0.416178,0.127104,0.139928,0.394398,0.387698,0.210744,0.402714,0.496014,0.184594,0.154112,0.16681,0.411048,0.16222,0.500086,0.475634,0.469506,0.484596,0.493596
K4s,-0.68328,-0.76796,-0.371526,-0.371088,-0.369342,-0.361496,-0.343268,-0.463608,-0.340242,-0.27154,-0.273174,-0.444872,-0.274806,-0.220572,-0.222354,-0.420698,-0.335828,-0.253024,-0.224134,-0.40354,-0.251452,-0.381328,-0.39612,-0.256762,-0.200964,-0.378114,-0.330174,0.108954,-0.342194,-0.28007,-0.256596,-0.19931,-0.354586,0.102972,-0.451576,-0.205178,-0.282812,-0.20965,0.162866,-0.312694,-0.230178,-0.205148,0.129092,-0.22988,0.079994,-0.202746,0.156456,-0.285618,-0.432328,-0.166664,-0.249096,0.15608,-0.15719,-0.10392,0.106112,0.184078,0.132232,-0.192598,-0.149496,0,0.178968,-0.124766,0.057468,0.08325,0.1331,-0.037354,0.178718,0.212336,-0.057302,0.159854,0.062772,0.185076,0.110238,0.049984,0.155988,0.435472,0.236188,0.135746,0.18811,0.114226,0.23568,0.25967,0.088472,0.133128,0.178842,0.120268,-0.016284,0.262076,0.2422,0.179094,0.164004,0.211964,0.520666,0.105918,0.428956,0.155982,0.253688,0.31945,0.141608,0.09989,0.187856,0.235792,0.128772,0.256094,0.3223,0.179338,0.235792,0.422556,0.159636,0.122744,0.513512,0.211684,0.152128,0.247824,0.105002,0.31304,0.153128,0.250232,0.1461,0.183464,0.315892,0.236022,0.420786,0.12836,0.506478,0.24287,0.176956,0.116082,0.40114,0.2078,0.30675,0.245278,0.157928,0.374202,0.309602,0.330914,0.201294,0.354038,0.255956,0.50476,0.182264,0.252738,0.23472,0.301732,0.169108,0.197306,0.21895,0.483566,0.304582,0.37875,0.454168,0.25828,0.406932,0.432186,0.220866,0.24251,0.315646,0.408728,0.312476,0.293022,0.253226,0.276274,0.290952,0.458152,0.31813,0.278334,0.301382,0.490774,0.350792
Q7s,-0.670274,-0.675524,-0.763484,-0.37358,-0.375614,-0.364374,-0.353238,-0.32378,-0.309238,-0.448708,-0.270226,-0.27583,-0.276514,-0.428664,-0.219218,-0.443612,-0.06953,-0.253278,-0.226134,-0.289676,-0.257918,-0.295962,-0.423832,-0.440218,-0.201672,-0.239858,-0.054028,-0.408218,-0.272726,-0.191932,-0.187456,-0.206606,-0.246774,-0.38613,-0.185026,-0.419936,-0.2558,-0.178122,-0.38355,-0.222312,-0.138662,-0.134058,-0.347928,-0.435946,0.090188,-0.17045,-0.360322,-0.035968,-0.131054,-0.191626,-0.204592,-0.299616,-0.123412,-0.185872,0.123146,-0.319618,0.142326,-0.416084,-0.114882,-0.178968,0,-0.13876,-0.172064,0.104276,0.149364,-0.01673,0.22688,-0.26805,-0.132444,0.176966,-0.164392,0.22371,0.130496,-0.124836,0.401464,0.226134,0.049852,0.15679,0.204424,-0.117192,0.296774,0.229192,0.113966,0.37417,0.254162,-0.108664,0.004558,0.238112,0.293414,0.243228,0.184248,0.483934,0.296228,0.348602,0.245398,0.231798,0.248664,0.29977,0.166806,0.328956,0.454172,0.313106,0.211006,0.257282,0.30976,0.24841,0.30163,0.244188,0.426546,0.191102,0.304158,0.289336,0.227618,0.247454,0.33556,0.307882,0.405336,0.256072,0.207712,0.267478,0.317358,0.306924,0.250942,0.357984,0.302644,0.247816,0.246526,0.226182,0.231036,0.285064,0.30637,0.256434,0.411946,0.387642,0.315844,0.22497,0.264112,0.253004,0.25448,0.30985,0.43622,0.257682,0.417416,0.306768,0.282098,0.251912,0.279942,0.288898,0.316244,0.25583,0.468446,0.447306,0.281044,0.310476,0.279574,0.307602,0.313838,0.283498,0.317548,0.500824,0.309578,0.33901,0.292792,0.313888,0.53338,0.338912,0.368344,0.343224,0.353258
K6o,-0.753906,-0.866719,-0.436692,-0.444138,-0.43891,-0.425866,-0.413966,-0.531016,-0.412034,-0.318302,-0.326512,-0.514144,-0.32634,-0.282182,-0.29108,-0.493724,-0.383464,-0.301554,-0.29119,-0.483102,-0.306294,-0.458624,-0.470132,-0.312748,-0.264842,-0.459224,-0.114854,0.053296,-0.4153,-0.25012,-0.528538,-0.269954,-0.433542,0.05358,-0.24303,-0.277236,-0.358734,-0.23594,0.11769,-0.387518,-0.209036,-0.507328,0.08757,-0.300852,0.021392,-0.228064,0.117706,-0.095178,-0.201064,-0.049872,-0.327246,0.114604,-0.193068,0.120254,0.056218,0.153846,0.083152,-0.265574,-0.18418,0.124766,0.13876,0,0.127102,0.04219,0.083254,-0.074194,0.4129,0.182482,0.186218,0.12015,0.130136,0.200176,0.069226,0.19126,0.107408,0.202246,0.208382,0.104762,0.148786,0.193956,0.496592,0.204442,0.059726,0.09338,0.408966,0.197446,-0.05188,0.207806,0.275176,0.19208,0.133398,0.174686,0.277598,0.077294,0.19415,0.379494,0.196346,0.28017,0.123402,0.066092,0.1593,0.492276,0.351636,0.19971,0.28404,0.197636,0.266404,0.193938,0.142138,0.33028,0.268826,0.460366,0.177954,0.196136,0.30119,0.271398,0.130284,0.1995,0.16316,0.430452,0.275268,0.272144,0.201896,0.140626,0.26832,0.197502,0.40755,0.315708,0.1871,0.251258,0.270894,0.200866,0.376008,0.164568,0.274764,0.179464,0.235678,0.347762,0.211168,0.276924,0.211444,0.207942,0.188634,0.272394,0.395776,0.207126,0.379942,0.261344,0.276264,0.209964,0.23711,0.212828,0.25194,0.430306,0.234914,0.412246,0.287162,0.237754,0.283928,0.262926,0.281482,0.464982,0.241778,0.284676,0.288904,0.311184,0.499816,0.314378,0.31886
K3s,-0.691394,-0.77596,-0.378792,-0.378356,-0.37661,-0.361512,-0.353664,-0.47265,-0.34485,-0.278482,-0.280114,-0.454632,-0.281748,-0.227904,-0.229686,-0.429198,-0.339394,-0.253858,-0.231466,-0.411958,-0.259952,-0.389666,-0.405278,-0.260026,-0.201866,-0.38719,-0.33374,0.107308,-0.343802,-0.282358,-0.258886,-0.20808,-0.363578,0.101326,-0.280712,-0.208416,-0.291754,-0.454478,0.161174,-0.314378,-0.232374,-0.207344,0.129084,-0.232938,0.078346,-0.209688,0.154766,-0.321824,-0.230524,-0.169066,-0.25856,0.148408,-0.43537,-0.108774,0.106104,0.18407,0.130542,-0.195652,-0.156828,-0.057468,0.172064,-0.127102,0,0.083244,0.125428,-0.276108,0.171812,0.20446,-0.062314,0.159846,0.056596,0.178172,0.102566,-0.006766,0.149084,0.185112,0.2291,0.13574,0.180234,0.050106,0.22859,0.438374,0.088466,0.126222,0.171938,0.113698,-0.02272,0.26043,0.23511,0.17219,0.156128,0.204874,0.242534,0.10591,0.179132,0.149076,0.43186,0.523968,0.141588,0.083288,0.180768,0.228702,0.128764,0.254448,0.32061,0.172434,0.228702,0.173268,0.159616,0.106908,0.236124,0.204596,0.15212,0.425458,0.093338,0.516814,0.136272,0.248584,0.130266,0.183444,0.314202,0.228932,0.17606,0.116696,0.229834,0.420784,0.160886,0.105186,0.154204,0.20778,0.509778,0.24527,0.146122,0.140634,0.30791,0.11158,0.185224,0.129128,0.424936,0.23302,0.170458,0.24567,0.397998,0.50488,0.15809,0.354716,0.377834,0.210464,0.304576,0.36237,0.195698,0.251212,0.164496,0.18333,0.214566,0.23621,0.509594,0.22168,0.305222,0.480196,0.43296,0.458214,0.411728,0.44127,0.310876,0.271866,0.294914,0.279408,0.494076
T9s,-0.555916,-0.578188,-0.605796,-0.633992,-0.646196,-0.223098,-0.022438,-0.240394,-0.003262,-0.243682,-0.247574,-0.189526,-0.383124,-0.193682,-0.19846,-0.262126,0.017624,-0.33986,-0.35808,-0.266018,-0.119064,-0.37252,-0.213226,-0.109806,-0.31143,-0.218006,0.046072,-0.289458,-0.357118,-0.09292,-0.098142,-0.063742,-0.348132,-0.384216,-0.092912,-0.053616,-0.113264,-0.092904,-0.242772,-0.3317,-0.034998,-0.040882,-0.37556,-0.108734,-0.402124,-0.091258,-0.362342,0.053302,-0.034936,-0.09871,-0.058446,-0.129292,-0.034838,-0.083258,-0.39118,-0.353268,-0.383292,-0.05315,-0.032902,-0.08325,-0.104276,-0.04219,-0.083244,0,-0.143934,0.061552,-0.098978,-0.07559,-0.025386,-0.371842,-0.081596,-0.083526,0.340166,-0.025324,-0.11892,-0.08352,-0.049318,0.049842,-0.09127,-0.025226,-0.04319,-0.083512,0.386402,0.343248,-0.093904,-0.02329,0.072774,-0.081864,-0.026386,-0.082412,0.41622,-0.065,-0.026324,0.388266,-0.082404,0.345332,-0.082396,-0.026226,0.465866,0.288978,0.420214,-0.03872,0.395568,-0.08075,-0.02429,0.352168,-0.025922,0.353718,0.468528,0.303308,-0.02586,0.42315,0.4235,0.355328,0.27296,-0.025762,0.34632,0.363642,0.32153,0.477134,-0.023826,0.431276,0.425454,0.291182,0.432904,0.427526,0.361438,0.270668,0.344764,0.508088,0.434624,0.436362,0.330044,0.313648,0.443738,0.279154,0.380562,0.28836,0.36946,0.510132,0.349166,0.370414,0.337368,0.51233,0.328246,0.279992,0.306848,0.405264,0.52198,0.280876,0.373046,0.362636,0.337846,0.347032,0.30526,0.332114,0.431316,0.30615,0.432422,0.398054,0.338772,0.36647,0.307176,0.339662,0.424742,0.36546,0.393158,0.36635,0.367394
J8s,-0.612598,-0.618842,-0.641372,-0.705068,-0.358244,-0.347162,-0.267364,-0.281354,-0.04111,-0.284642,-0.402086,-0.231656,-0.23705,-0.235812,-0.378484,-0.304786,-0.014694,-0.213932,-0.185844,-0.424616,-0.391914,-0.25659,-0.25716,-0.150678,-0.161508,-0.403384,-0.009472,-0.415246,-0.233472,-0.146216,-0.134844,-0.367844,-0.20657,-0.276556,-0.139312,-0.096146,-0.383776,-0.13164,-0.394782,-0.182234,-0.091088,-0.07894,-0.253438,-0.153056,-0.381862,-0.131632,-0.227768,0.008116,-0.083482,-0.13886,-0.359548,-0.402216,-0.075002,-0.140004,-0.342316,-0.203432,-0.357704,-0.098686,-0.074854,-0.1331,-0.149364,-0.083254,-0.125428,0.143934,0,0.02765,-0.139128,-0.381116,-0.084482,-0.315548,-0.12542,-0.140272,0.390486,-0.076876,0.297466,-0.133368,-0.095678,0.197478,0.049844,-0.068396,-0.084254,-0.125696,0.36431,0.250358,0.301936,-0.068248,0.037576,-0.125688,-0.085482,0.296226,0.470806,0.372044,-0.077876,0.229638,0.299306,0.268162,0.30825,-0.069396,0.4425,0.354286,0.307682,0.37753,0.247442,0.309836,-0.069248,0.284684,0.371184,0.281438,0.285906,0.382656,0.374714,0.326372,0.263964,0.289938,0.25449,0.384682,0.432086,0.290892,0.377456,0.304598,0.386424,0.343878,0.287288,0.265468,0.340642,0.290372,0.463492,0.239764,0.407034,0.322104,0.349948,0.291326,0.311212,0.292288,0.351044,0.236494,0.457666,0.266586,0.436728,0.34689,0.3228,0.438994,0.31983,0.350432,0.296348,0.264042,0.294128,0.48981,0.351526,0.273194,0.351178,0.344646,0.292916,0.324728,0.28788,0.317968,0.522124,0.291804,0.524564,0.380346,0.322084,0.353896,0.3011,0.331966,0.406564,0.34726,0.37907,0.351572,0.361618
33,-0.63542,-0.627338,-0.628032,-0.628476,-0.628414,-0.626736,-0.6324,0.015878,-0.62772,0.009456,0.003034,0.06751,-0.00339,0.060492,0.053474,-0.012056,-0.628998,0.01969,0.046456,-0.018478,0.01134,-0.0249,0.037354,0.020152,0.071464,0.030336,-0.630462,-0.038478,-0.001742,0.01974,0.032684,0.062426,0.023318,-0.0449,0.026176,0.071784,0.012048,0.252092,0.008612,0.04841,0.071688,0.085156,-0.021662,0.014432,-0.064916,0.307008,0.001594,-0.620212,0.07879,0.022396,0.063374,-0.007794,0.328122,0.030918,-0.041598,0.02677,-0.02015,0.065706,0.376846,0.037354,0.01673,0.074194,0.276108,-0.061552,-0.02765,0,0.018266,0.041818,0.083268,0.005108,0.31209,0.026786,-0.047524,0.090372,-0.003048,0.033224,0.068152,-0.016574,0.020242,0.354296,0.069614,0.27187,-0.059942,-0.022844,0.020626,0.382112,0.60859,0.307768,0.07869,0.022718,-0.001356,0.04666,0.085794,-0.035182,0.029156,0.000912,0.267694,0.349574,-0.014812,-0.05931,0.025146,0.072122,-0.011348,0.303506,0.377348,0.025144,0.074174,0.02515,0.011774,-0.03455,0.081278,0.050694,0.012962,0.263582,-0.034988,0.344914,-0.014124,0.29931,-0.010158,0.037406,0.372648,0.076746,0.03511,-0.010518,0.076826,0.267736,0.01245,-0.016102,0.012068,0.063542,0.34032,0.30347,0.012144,0.011788,0.368012,-0.00397,0.03867,0.006286,0.274046,0.087624,0.038448,0.30555,0.256468,0.344762,0.032782,0.217116,0.23857,0.062836,0.372458,0.227708,0.062698,0.322174,0.046444,0.057116,0.321294,0.323286,0.35153,0.332052,0.374668,0.332226,0.288952,0.312544,0.682628,0.30041,0.392336,0.391574,0.393644,0.403152,0.784068
Q6s,-0.66193,-0.667436,-0.755512,-0.374022,-0.369226,-0.356944,-0.345806,-0.316512,-0.333406,-0.443262,-0.26521,-0.268112,-0.265286,-0.422616,-0.213848,-0.43893,-0.298102,-0.241072,-0.214188,-0.2863,-0.24648,-0.286374,-0.418648,-0.245706,-0.188684,-0.236262,-0.055562,-0.403164,-0.262162,-0.18639,-0.43647,-0.19444,-0.236604,-0.380996,-0.179486,-0.19359,-0.245236,-0.17258,-0.378,-0.211098,-0.132992,-0.415806,-0.342714,-0.249876,0.079184,-0.164908,-0.35469,-0.037502,-0.125384,-0.433042,-0.193376,-0.29432,-0.11774,-0.185622,0.112908,-0.313904,0.131196,-0.198294,-0.109224,-0.178718,-0.22688,-0.4129,-0.171812,0.098978,0.139128,-0.018266,0,-0.262252,-0.132398,0.166624,-0.164908,0.162262,0.125198,-0.12479,0.165468,0.166664,-0.189862,0.151498,0.19408,-0.117146,0.049872,0.169066,0.109646,0.151536,0.426226,-0.109454,0.002176,0.1721,0.227094,0.247868,0.178954,0.221674,0.232066,0.135984,0.250038,0.398932,0.252328,0.23489,0.162518,0.125018,0.206548,0.51077,0.372418,0.255712,0.238454,0.25305,0.30637,0.249596,0.190112,0.346968,0.308898,0.481008,0.233026,0.251884,0.327442,0.31158,0.178542,0.255268,0.21333,0.452344,0.315474,0.311664,0.25635,0.198992,0.308172,0.252246,0.424806,0.334204,0.236654,0.290592,0.310854,0.25563,0.403736,0.222316,0.314748,0.228862,0.26986,0.363866,0.260096,0.315378,0.254832,0.257088,0.245758,0.311252,0.410334,0.255806,0.39364,0.294644,0.315146,0.258746,0.279616,0.269318,0.284862,0.442558,0.282862,0.42353,0.319584,0.285808,0.31667,0.304556,0.313394,0.474936,0.28987,0.316662,0.329664,0.342096,0.507478,0.345364,0.34983
Q8o,-0.727818,-0.734326,-0.841576,-0.437696,-0.440024,-0.428288,-0.373262,-0.36589,-0.102956,-0.509212,-0.31202,-0.334264,-0.318474,-0.49109,-0.276794,-0.53418,-0.098752,-0.294728,-0.284082,-0.331926,-0.502588,-0.33838,-0.518414,-0.221298,-0.258874,-0.29817,-0.082268,-0.482642,-0.314634,-0.225814,-0.221278,-0.479582,-0.305458,-0.464836,-0.218724,-0.178042,-0.49423,-0.210848,-0.46019,-0.28025,-0.182724,-0.17805,-0.422538,-0.223688,0.060984,-0.21084,-0.441724,-0.063098,-0.174752,-0.225352,-0.471,-0.049844,-0.165886,-0.219424,0.094914,-0.396796,0.124896,-0.180618,-0.165772,-0.212336,0.26805,-0.182482,-0.20446,0.07559,0.381116,-0.041818,0.262252,0,-0.175838,0.160972,-0.204452,0.256882,0.351644,-0.167864,0.20374,0.259956,0.345172,0.140078,0.46169,-0.158998,0.3387,0.269422,0.323658,0.180822,0.2209,-0.158884,-0.030658,0.271086,0.332936,0.209292,0.429764,0.278304,0.336416,0.159936,0.212404,0.197984,0.221176,0.346862,0.399724,0.340852,0.253686,0.296544,0.17631,0.222204,0.34863,0.214834,0.284102,0.211358,0.231532,0.335664,0.287662,0.271924,0.193162,0.220128,0.184914,0.297412,0.423666,0.221158,0.359746,0.248914,0.298534,0.28983,0.217102,0.205346,0.286288,0.220326,0.417762,0.18075,0.391716,0.26682,0.296036,0.221356,0.257856,0.23288,0.29716,0.179888,0.443602,0.208286,0.423812,0.292486,0.279486,0.426292,0.261162,0.296272,0.252928,0.208172,0.236568,0.478048,0.297394,0.217598,0.308878,0.287188,0.251796,0.28232,0.233154,0.262594,0.512658,0.237038,0.51524,0.339078,0.281996,0.312522,0.246606,0.292356,0.367218,0.308998,0.340662,0.31333,0.323852
