*,AA,KK,QQ,JJ,TT,99,88,AKs,77,AQs,AJs,AKo,ATs,AQo,AJo,KQs,66,A9s,ATo,KJs,A8s,KTs,KQo,A7s,A9o,KJo,55,QJs,K9s,A5s,A6s,A8o,KTo,QTs,A4s,A7o,K8s,A3s,QJo,K9o,A5o,A6o,Q9s,K7s,JTs,A2s,QTo,44,A4o,K6s,K8o,Q8s,A3o,K5s,J9s,Q9o,JTo,K7o,A2o,K4s,Q7s,K6o,K3s,T9s,J8s,33,Q6s,Q8o,K5o,J9o,K2s,Q5s,T8s,K4o,J7s,Q4s,Q7o,T9o,J8o,K3o,Q6o,Q3s,98s,T7s,J6s,K2o,22,Q2s,Q5o,J5s,T8o,J7o,Q4o,97s,J4s,T6s,J3s,Q3o,98o,87s,T7o,J6o,96s,J2s,Q2o,T5s,J5o,T4s,97o,86s,J4o,T6o,95s,T3s,76s,J3o,87o,T2s,85s,96o,J2o,T5o,94s,75s,T4o,93s,86o,65s,84s,95o,T3o,92s,76o,74s,T2o,54s,85o,64s,83s,94o,75o,82s,73s,93o,65o,53s,63s,84o,92o,43s,74o,72s,54o,64o,52s,62s,83o,42s,82o,73o,53o,63o,32s,43o,72o,52o,62o,42o,32o
K3o,-0.77711,-0.883728,-0.452094,-0.451634,-0.449784,-0.433788,-0.425704,-0.559446,-0.4163,-0.339012,-0.340688,-0.544798,-0.342364,-0.304756,-0.306616,-0.513414,-0.41066,-0.313842,-0.308478,-0.495256,-0.32034,-0.471572,-0.491086,-0.320168,-0.277842,-0.472048,-0.404876,0.05079,-0.422696,-0.342964,-0.318984,-0.284562,-0.447008,0.04448,-0.341274,-0.284666,-0.367236,-0.541008,0.11509,-0.394742,-0.309538,-0.283616,0.072712,-0.303848,0.020674,-0.268322,0.108186,-0.392262,-0.307608,-0.234906,-0.335408,0.092202,-0.520718,-0.169688,0.048906,0.138278,0.082418,-0.267764,-0.22768,-0.114226,0.117192,-0.193956,-0.050106,0.025226,0.068396,-0.354296,0.117146,0.158998,-0.124068,0.11251,0.005594,0.124098,0.044716,-0.064204,0.093386,0.13143,0.18577,0.086868,0.13323,0,0.185446,0.418474,0.030036,0.069706,0.11728,0.063338,-0.075212,0.208796,0.192716,0.11779,0.107588,0.16,0.200698,0.04844,0.125122,0.0936,0.411376,0.502896,0.091986,0.0245,0.134358,0.185566,0.072334,0.202486,0.285106,0.11805,0.185814,0.11894,0.111592,0.04923,0.193794,0.159924,0.096782,0.404404,0.035586,0.49516,0.086204,0.196304,0.07368,0.137158,0.278202,0.18606,0.121612,0.060036,0.187016,0.399046,0.112626,0.048494,0.09851,0.163292,0.48755,0.192534,0.097624,0.084866,0.271424,0.055562,0.138762,0.073326,0.403356,0.190138,0.12376,0.192688,0.374268,0.481954,0.111278,0.32759,0.352554,0.165608,0.267522,0.335902,0.150604,0.198628,0.118898,0.138124,0.16152,0.183494,0.486788,0.169032,0.267918,0.455262,0.404648,0.431734,0.38851,0.413612,0.274042,0.23424,0.257836,0.242348,0.474226
Q6o,-0.745156,-0.751098,-0.861382,-0.446522,-0.441376,-0.428502,-0.41688,-0.377138,-0.40392,-0.527836,-0.324762,-0.346276,-0.32459,-0.51069,-0.289452,-0.523504,-0.376976,-0.299804,-0.289564,-0.346268,-0.305332,-0.346098,-0.506666,-0.304538,-0.263216,-0.312584,-0.109182,-0.485656,-0.32131,-0.243592,-0.521264,-0.269196,-0.312694,-0.461868,-0.236504,-0.268338,-0.304022,-0.229414,-0.462098,-0.286346,-0.202006,-0.499466,-0.421022,-0.308764,0.022452,-0.221538,-0.437148,-0.090012,-0.194034,-0.517894,-0.268134,-0.369258,-0.186038,-0.242768,0.057218,-0.393784,0.08447,-0.27324,-0.17715,-0.23568,-0.296774,-0.496592,-0.22859,0.04319,0.084254,-0.069614,-0.049872,-0.3387,-0.201416,0.121404,-0.2215,0.12027,0.070226,-0.193442,0.111414,0.124782,-0.261126,0.106016,0.150028,-0.185446,0,0.127118,0.054138,0.097386,0.406284,-0.177416,-0.047974,0.130152,0.186218,0.196474,0.13464,0.178794,0.19126,0.0813,0.198544,0.376812,0.20074,0.193956,0.117478,0.070098,0.163406,0.489628,0.347914,0.204104,0.197446,0.20203,0.270982,0.198334,0.146244,0.320216,0.273404,0.457718,0.181306,0.20053,0.29899,0.275976,0.134378,0.203894,0.160966,0.426668,0.279846,0.276724,0.205246,0.146302,0.272898,0.200854,0.396882,0.305766,0.184908,0.254696,0.275472,0.204218,0.37411,0.170242,0.279342,0.178698,0.23308,0.337738,0.208974,0.280364,0.217632,0.205748,0.19431,0.275832,0.3855,0.20636,0.369834,0.258746,0.279702,0.209198,0.243298,0.218502,0.25109,0.419946,0.234146,0.402056,0.284562,0.236988,0.28133,0.269114,0.280632,0.45454,0.241012,0.283826,0.29509,0.310334,0.489288,0.313528,0.318012
Q3s,-0.683308,-0.68316,-0.771008,-0.380798,-0.37913,-0.36419,-0.356604,-0.336076,-0.337372,-0.469748,-0.278668,-0.289106,-0.2803,-0.451468,-0.228386,-0.458346,-0.333416,-0.252412,-0.230166,-0.294068,-0.259274,-0.295702,-0.439544,-0.252288,-0.200568,-0.244488,-0.328234,-0.414478,-0.267812,-0.276258,-0.252786,-0.207618,-0.246268,-0.392834,-0.274612,-0.200194,-0.25234,-0.447846,-0.390066,-0.21667,-0.225938,-0.20091,-0.34927,-0.250768,0.078674,-0.203588,-0.367144,-0.31687,-0.22409,-0.256078,-0.200242,-0.30167,-0.428146,-0.261316,0.106374,-0.32042,0.13064,-0.198582,-0.150394,-0.25967,-0.229192,-0.204442,-0.438374,0.083512,0.125696,-0.27187,-0.169066,-0.269422,-0.210208,0.159882,-0.185268,-0.108774,0.102834,-0.208358,0.152802,-0.057468,-0.19154,0.135774,0.180258,-0.418474,-0.127118,0,0.082522,0.12994,0.17581,-0.131196,-0.01922,0.056596,-0.06233,0.17606,0.15615,0.208636,-0.006784,0.109628,0.183002,0.152948,0.428654,0.050106,0.134998,0.087004,0.18453,0.232616,0.131658,0.258318,0.113682,0.176304,0.232616,0.177138,0.163378,0.104568,0.24004,0.20851,0.155014,0.422254,0.098662,0.513664,0.140022,0.252456,0.127924,0.186316,0.318116,0.232848,0.178954,0.12202,0.23375,0.416634,0.158176,0.104404,0.151864,0.210652,0.506628,0.248164,0.151792,0.14596,0.311826,0.110798,0.182514,0.128346,0.41498,0.235892,0.17613,0.24333,0.395456,0.500692,0.157228,0.345526,0.368644,0.207754,0.307448,0.35318,0.20137,0.256536,0.163634,0.182466,0.213784,0.235428,0.49906,0.220898,0.302512,0.47799,0.423464,0.448718,0.401812,0.431774,0.316548,0.271004,0.294052,0.278546,0.483844
98s,-0.558804,-0.56505,-0.5799,-0.60623,-0.633952,-0.643396,-0.219906,-0.257648,-0.019948,-0.237072,-0.234754,-0.206572,-0.237668,-0.185838,-0.184042,-0.257174,-0.000124,-0.351828,-0.187778,-0.25425,-0.345804,-0.257166,-0.207138,-0.122468,-0.324092,-0.20472,0.021866,-0.268602,-0.374072,-0.111286,-0.111572,-0.317898,-0.208456,-0.271516,-0.094684,-0.067322,-0.337666,-0.094676,-0.22016,-0.348696,-0.054836,-0.055412,-0.364452,-0.124846,-0.294034,-0.09467,-0.223896,0.052244,-0.036742,-0.115588,-0.309602,-0.34924,-0.036642,-0.105076,-0.373644,-0.33982,-0.247718,-0.069862,-0.036494,-0.088472,-0.113966,-0.059726,-0.088466,-0.386402,-0.36431,0.059942,-0.109646,-0.323658,-0.04823,-0.351372,-0.088458,-0.099132,-0.375314,-0.030134,-0.127974,-0.08253,-0.059188,-0.366868,-0.341612,-0.030036,-0.054138,-0.082522,0,-0.140604,-0.102958,-0.029888,0.068606,-0.082514,-0.042642,-0.097172,-0.355292,-0.074224,-0.024548,0.293084,-0.08057,-0.115588,-0.080562,-0.024448,0.049842,0.36349,-0.087776,-0.047944,0.297256,-0.080554,-0.0243,-0.090084,-0.04128,-0.07744,0.36574,0.365842,-0.023184,-0.061496,0.299216,-0.077432,0.280328,-0.023086,0.441716,-0.077426,0.372708,0.37092,-0.022938,-0.03468,0.31315,0.29429,-0.02059,0.314678,0.4449,0.264256,0.407796,0.373732,-0.020492,0.316264,0.337132,0.319224,-0.020344,0.262292,0.453038,0.289194,0.409786,0.389668,0.351864,0.411892,0.342576,0.391308,0.320798,0.280104,0.311778,0.491862,0.393048,0.301872,0.378184,0.367392,0.31937,0.347118,0.29871,0.335616,0.493976,0.302832,0.496254,0.403042,0.338308,0.371154,0.303858,0.361824,0.42926,0.357914,0.39633,0.362918,0.363962
T7s,-0.604524,-0.609774,-0.616276,-0.63857,-0.698586,-0.34628,-0.335616,-0.275166,-0.25479,-0.281298,-0.284586,-0.22536,-0.401116,-0.231902,-0.236058,-0.297252,-0.030122,-0.20843,-0.377336,-0.30054,-0.213838,-0.39602,-0.248948,-0.385514,-0.15571,-0.253104,-0.00252,-0.322026,-0.227762,-0.139194,-0.143648,-0.161468,-0.372504,-0.419782,-0.139186,-0.360866,-0.210954,-0.13228,-0.27592,-0.176224,-0.08363,-0.088678,-0.248642,-0.381244,-0.410768,-0.12461,-0.398748,0.004708,-0.083568,-0.147818,-0.15863,-0.231834,-0.075924,-0.133134,-0.267166,-0.198416,-0.390512,-0.357012,-0.067396,-0.133128,-0.37417,-0.09338,-0.126222,-0.343248,-0.250358,0.022844,-0.151536,-0.180822,-0.077412,-0.218092,-0.11855,-0.136852,-0.295234,-0.07735,-0.389734,-0.136844,-0.349888,-0.316392,-0.200498,-0.069706,-0.097386,-0.12994,0.140604,0,-0.146404,-0.061178,0.04287,-0.122268,-0.081418,-0.135678,-0.265128,-0.368402,-0.081356,0.374618,-0.13567,0.238684,-0.128766,-0.073712,0.193912,0.34856,0.049852,-0.092858,0.247144,-0.121094,-0.065184,0.244244,-0.080896,0.245634,0.45425,0.226544,-0.080834,0.308812,0.26458,0.24869,0.339464,-0.07319,0.426032,0.25761,0.24398,0.304248,-0.06466,0.31549,0.287814,0.367396,0.316954,0.284688,0.282556,0.251156,0.267212,0.322552,0.320496,0.293306,0.416566,0.369352,0.330484,0.236756,0.30086,0.26885,0.290656,0.347254,0.447504,0.293858,0.398964,0.344172,0.307604,0.263698,0.295788,0.325562,0.353648,0.264582,0.449548,0.428694,0.29311,0.32639,0.29136,0.323448,0.350504,0.292248,0.354214,0.481762,0.321644,0.354924,0.301544,0.322532,0.514156,0.350978,0.384258,0.351868,0.361904
J6s,-0.661944,-0.66745,-0.672958,-0.757774,-0.37451,-0.363428,-0.352528,-0.31652,-0.340468,-0.322202,-0.447008,-0.26812,-0.269254,-0.274426,-0.426696,-0.339794,-0.295394,-0.246136,-0.218436,-0.442676,-0.251544,-0.290342,-0.293248,-0.25077,-0.1941,-0.422726,-0.0569,-0.438816,-0.267224,-0.186516,-0.432858,-0.199856,-0.240852,-0.311132,-0.17961,-0.19902,-0.250298,-0.172706,-0.41924,-0.216514,-0.133124,-0.411872,-0.288014,-0.25494,-0.39093,-0.165034,-0.262958,-0.039312,-0.125518,-0.42943,-0.198794,-0.271088,-0.117874,-0.185748,-0.347864,-0.238622,-0.365412,-0.203722,-0.109358,-0.178842,-0.254162,-0.408966,-0.171938,0.093904,-0.301936,-0.020626,-0.426226,-0.2209,-0.13253,-0.319394,-0.165034,-0.189618,0.120064,-0.124924,-0.240834,-0.182714,-0.203176,0.146026,-0.27038,-0.11728,-0.406284,-0.17581,0.102958,0.146404,0,-0.109586,-0.000816,-0.168904,-0.136926,0.158516,0.17342,-0.204888,-0.129318,0.129296,0.162918,0.388982,0.16532,-0.121674,0.155358,0.112886,0.201,0.049872,0.36292,0.168354,-0.113982,0.250832,0.223016,0.24661,0.182938,0.33747,0.227988,0.470712,0.23023,0.248898,0.317944,0.230812,0.16558,0.252282,0.209556,0.442526,0.234376,0.309304,0.253554,0.189774,0.305024,0.24945,0.414988,0.325008,0.232882,0.287648,0.307708,0.252834,0.393902,0.213098,0.3116,0.225188,0.265872,0.35459,0.256324,0.312434,0.245042,0.253316,0.236542,0.308308,0.400948,0.25213,0.384284,0.290658,0.312202,0.255072,0.269828,0.260102,0.280992,0.433092,0.279186,0.414092,0.315598,0.282134,0.312684,0.294768,0.309526,0.465388,0.286196,0.312794,0.319876,0.338226,0.497848,0.341494,0.34596
K2o,-0.785982,-0.892532,-0.46011,-0.459648,-0.457798,-0.441802,-0.425812,-0.569424,-0.427694,-0.34664,-0.348316,-0.55543,-0.349992,-0.312914,-0.314776,-0.522774,-0.415722,-0.32147,-0.316636,-0.504534,-0.321434,-0.480768,-0.501068,-0.329644,-0.286,-0.481946,-0.408798,0.048854,-0.431812,-0.345696,-0.322658,-0.285684,-0.456822,0.042546,-0.344006,-0.294576,-0.368978,-0.342316,0.11311,-0.404472,-0.312144,-0.287204,0.070776,-0.313838,0.018738,-0.544376,0.106206,-0.396186,-0.310214,-0.23847,-0.337176,0.092054,-0.308248,-0.172534,0.04697,0.136298,0.080438,-0.27822,-0.524154,-0.120268,0.108664,-0.197446,-0.113698,0.02329,0.068248,-0.382112,0.109454,0.158884,-0.126774,0.11053,-0.050294,0.116406,0.044568,-0.070394,0.084858,0.123738,0.17687,0.084886,0.133116,-0.063338,0.177416,0.131196,0.029888,0.061178,0.109586,0,-0.342998,0.42145,0.184688,0.110096,0.107474,0.151102,0.192668,0.03991,0.117428,0.085906,0.124886,0.200812,0.091872,0.024352,0.12546,0.177536,0.06464,0.414352,0.506332,0.110356,0.177784,0.111246,0.102692,0.049082,0.185764,0.151894,0.08909,0.118704,0.017404,0.193908,0.08609,0.40738,0.073532,0.129128,0.498596,0.17803,0.113918,0.042692,0.178988,0.114934,0.112526,0.035622,0.098362,0.155262,0.187132,0.402022,0.078482,0.06752,0.490986,0.043514,0.13866,0.060454,0.123316,0.182108,0.105474,0.403168,0.092476,0.183228,0.097644,0.068474,0.08541,0.165506,0.48539,0.07598,0.13232,0.399744,0.106122,0.124488,0.353068,0.37803,0.192516,0.361384,0.486804,0.159328,0.13313,0.151498,0.369844,0.141236,0.482998,0.432402,0.459488,0.441364,0.450492
22,-0.644334,-0.636252,-0.636948,-0.63739,-0.637328,-0.635652,-0.632962,0.002134,-0.637352,-0.004288,-0.010712,0.052984,-0.017134,0.045966,0.038948,-0.02517,-0.631134,0.005946,0.03193,-0.031592,-0.000476,-0.038014,0.0235,-0.002398,0.056938,0.016484,-0.631458,-0.05096,-0.014856,-0.001962,0.01016,0.049922,0.009466,-0.057384,0.004474,0.047916,0.000862,0.010912,-0.004568,0.034556,0.048702,0.061312,-0.034146,-0.007488,-0.076768,0.240716,-0.011586,-0.621208,0.055806,0.001324,0.051542,-0.018348,0.062958,0.009846,-0.053452,0.013588,-0.032658,0.042512,0.316402,0.016284,-0.004558,0.05188,0.02272,-0.072774,-0.037576,-0.60859,-0.002176,0.030658,0.060956,-0.0074,0.265126,0.006346,-0.056818,0.06806,-0.023706,0.012784,0.04563,-0.028408,0.009754,0.075212,0.047974,0.01922,-0.068606,-0.04287,0.000816,0.342998,0,0.261598,0.05705,0.00291,-0.01117,0.02481,0.064154,-0.054578,0.009346,-0.018268,0.015782,0.071306,-0.023954,-0.067342,0.003968,0.051156,-0.029898,0.258132,0.339032,0.005964,0.053208,0.005972,-0.00873,-0.042582,0.060312,0.030398,-0.005586,0.012408,-0.066012,0.067464,-0.022586,0.254728,-0.018192,0.017784,0.33513,0.056452,0.016562,-0.040692,0.056532,0.01657,0.00401,-0.040428,0.004034,0.04392,0.063684,0.259592,-0.021146,-0.018386,0.33129,-0.026922,0.030232,-0.01804,0.026182,0.068002,0.006018,0.263488,0.00384,0.068132,0.00646,-0.004532,0.004266,0.054398,0.33649,0.005316,0.030266,0.270576,0.021566,0.030792,0.233274,0.253782,0.078528,0.244506,0.340622,0.05448,0.04595,0.05509,0.255824,0.056586,0.348216,0.307162,0.329744,0.319292,0.331534
Q2s,-0.691422,-0.691276,-0.779008,-0.388064,-0.386398,-0.371458,-0.356618,-0.343136,-0.34777,-0.478906,-0.285728,-0.296576,-0.28736,-0.461356,-0.235844,-0.467422,-0.338024,-0.259472,-0.237626,-0.301128,-0.260226,-0.302762,-0.449348,-0.260906,-0.208026,-0.251946,-0.3318,-0.422954,-0.274872,-0.278548,-0.25596,-0.208646,-0.253726,-0.401228,-0.2769,-0.209092,-0.253294,-0.275254,-0.399202,-0.224128,-0.228134,-0.204018,-0.357586,-0.259388,0.077026,-0.450748,-0.376198,-0.320436,-0.226286,-0.259462,-0.20127,-0.303256,-0.2244,-0.263724,0.104726,-0.329392,0.12895,-0.20748,-0.431122,-0.262076,-0.238112,-0.207806,-0.26043,0.081864,0.125688,-0.307768,-0.1721,-0.271086,-0.21253,0.15819,-0.441278,-0.111152,0.102828,-0.210682,0.14513,-0.062772,-0.200986,0.134084,0.18025,-0.208796,-0.130152,-0.056596,0.082514,0.122268,0.168904,-0.42145,-0.261598,0,-0.064646,0.169156,0.156142,0.20076,-0.012296,0.101956,0.176098,0.146044,0.183158,-0.00561,0.13499,0.086998,0.176654,0.225528,0.124754,0.431556,0.050294,0.1694,0.225528,0.170234,0.155502,0.104562,0.23295,0.20142,0.14811,0.177294,0.08206,0.240528,0.140002,0.425156,0.127918,0.179226,0.517032,0.225758,0.17205,0.106184,0.22666,0.173002,0.158156,0.092738,0.151858,0.203564,0.234238,0.419536,0.134936,0.130124,0.509996,0.0999,0.182494,0.116682,0.175916,0.228802,0.16006,0.414978,0.154182,0.22986,0.145422,0.123962,0.14074,0.207734,0.504058,0.13107,0.1853,0.419252,0.152616,0.17066,0.369322,0.39244,0.233128,0.376986,0.499248,0.210694,0.17801,0.196056,0.38479,0.185552,0.504084,0.449558,0.474812,0.457868,0.46633
Q5o,-0.750708,-0.750562,-0.860843,-0.43808,-0.44422,-0.425014,-0.412252,-0.383084,-0.399294,-0.53679,-0.324174,-0.353002,-0.332384,-0.52054,-0.28914,-0.525132,-0.396376,-0.302014,-0.298038,-0.339842,-0.3065,-0.348052,-0.508306,-0.305706,-0.265652,-0.305636,-0.366562,-0.479556,-0.317682,-0.527182,-0.307246,-0.270494,-0.314532,-0.464016,-0.261092,-0.269636,-0.299354,-0.254002,-0.455396,-0.282146,-0.505984,-0.271592,-0.416742,-0.304094,0.02368,-0.246912,-0.439134,-0.099086,-0.220676,-0.310548,-0.262794,-0.36426,-0.21268,-0.517414,0.058446,-0.388802,0.08574,-0.267902,-0.20465,-0.2422,-0.293414,-0.275176,-0.23511,0.026386,0.085482,-0.07869,-0.227094,-0.332936,-0.496024,0.122686,-0.228022,-0.049912,0.054256,-0.200714,0.112644,0.057318,-0.25714,0.088258,0.151312,-0.192716,-0.186218,0.06233,0.042642,0.081418,0.136926,-0.184688,-0.05705,0.064646,0,0.40256,0.11774,0.180078,0.118456,0.069804,0.206098,0.1057,0.208294,0.124068,0.105228,0.059426,0.146506,0.206114,0.093042,0.210616,0.126774,0.398752,0.48564,0.198128,0.133994,0.07712,0.281372,0.172542,0.369854,0.200324,0.066048,0.283944,0.122986,0.202646,0.342156,0.158892,0.286676,0.48145,0.205054,0.320932,0.272728,0.201484,0.141858,0.291974,0.185538,0.450416,0.2753,0.203806,0.130134,0.170872,0.278032,0.307752,0.42063,0.148474,0.209604,0.280204,0.397858,0.205336,0.19494,0.27653,0.366452,0.339852,0.172542,0.259444,0.279262,0.213138,0.243996,0.219132,0.387516,0.219896,0.372074,0.196734,0.28526,0.24093,0.28089,0.269812,0.42211,0.245712,0.24391,0.288284,0.295788,0.45686,0.271688,0.317986,0.32133
J5s,-0.65899,-0.658842,-0.66435,-0.749286,-0.374432,-0.35652,-0.344578,-0.316212,-0.332516,-0.321894,-0.448876,-0.268096,-0.271196,-0.274402,-0.428908,-0.333798,-0.319262,-0.241866,-0.22076,-0.437636,-0.246298,-0.286596,-0.28691,-0.24629,-0.189848,-0.41715,-0.28291,-0.433694,-0.257268,-0.435526,-0.240706,-0.194562,-0.23686,-0.307386,-0.197532,-0.194548,-0.239364,-0.190626,-0.41358,-0.205948,-0.414914,-0.188548,-0.278058,-0.244772,-0.385382,-0.183722,-0.258968,-0.041404,-0.144758,-0.243998,-0.187186,-0.260154,-0.137114,-0.426054,-0.342234,-0.228056,-0.359324,-0.192938,-0.12942,-0.179094,-0.243228,-0.19208,-0.17219,0.082412,-0.296226,-0.022718,-0.247868,-0.209292,-0.405242,-0.313222,-0.165284,-0.422848,0.10934,-0.125434,-0.235044,-0.182966,-0.191566,0.134374,-0.264126,-0.11779,-0.196474,-0.17606,0.097172,0.135678,-0.158516,-0.110096,-0.00291,-0.169156,-0.40256,0,0.162556,-0.19855,-0.129828,0.12351,0.10392,0.162134,0.108774,-0.122184,0.149544,0.108076,0.190136,-0.11616,0.149966,0.111152,-0.114492,0.41327,0.049912,0.251842,0.177124,0.134534,0.164154,0.217856,0.387208,0.254132,0.123688,0.169656,0.16077,0.256538,0.360812,0.204844,0.1725,0.497048,0.258788,0.335484,0.310378,0.255452,0.18849,0.316082,0.238882,0.468862,0.31306,0.257858,0.177044,0.21931,0.315912,0.32399,0.440286,0.205098,0.262324,0.317786,0.412872,0.25834,0.242752,0.314448,0.391928,0.35369,0.22854,0.296798,0.3173,0.259636,0.276188,0.266312,0.399726,0.261286,0.3835,0.2521,0.321738,0.286698,0.31778,0.301128,0.432022,0.286226,0.289782,0.31731,0.326234,0.464482,0.311334,0.34601,0.349434
T8o,-0.657686,-0.664194,-0.688496,-0.717844,-0.7716,-0.408982,-0.31239,-0.314716,-0.078956,-0.3179,-0.321718,-0.279868,-0.457398,-0.284454,-0.289698,-0.33844,-0.056194,-0.24707,-0.435616,-0.341624,-0.442946,-0.482348,-0.306474,-0.186662,-0.20951,-0.311072,-0.026396,-0.361918,-0.266856,-0.170412,-0.174856,-0.415602,-0.462942,-0.471832,-0.170392,-0.142492,-0.434588,-0.162516,-0.332832,-0.230758,-0.123386,-0.128966,-0.287334,-0.189054,-0.484478,-0.162508,-0.45309,-0.018746,-0.123342,-0.178932,-0.40702,-0.454224,-0.114474,-0.164024,-0.30645,-0.252704,-0.468232,-0.14507,-0.114362,-0.164004,-0.184248,-0.133398,-0.156128,-0.41622,-0.470806,0.001356,-0.178954,-0.429764,-0.116498,-0.27319,-0.15612,-0.164046,-0.049844,-0.116454,-0.199146,-0.164026,-0.141396,-0.39202,-0.44928,-0.107588,-0.13464,-0.15615,0.355292,0.265128,-0.17342,-0.107474,0.01117,-0.156142,-0.11774,-0.162556,0,-0.15751,-0.117696,0.196734,-0.162536,0.268734,-0.15466,-0.10883,0.432998,0.336372,0.34038,-0.130198,0.214728,-0.154652,-0.108716,0.27002,-0.117356,0.271574,0.26939,0.343236,-0.117312,0.34487,0.232488,0.281038,0.217932,-0.108446,0.417906,0.282702,0.372434,0.288412,-0.108332,0.34688,0.256344,0.235866,0.348454,0.259568,0.425964,0.208614,0.37459,0.307178,0.3589,0.260596,0.29153,0.258934,0.360668,0.198352,0.458124,0.226786,0.40652,0.332746,0.310484,0.408834,0.287216,0.336532,0.281798,0.226638,0.255068,0.460224,0.337654,0.227572,0.335194,0.31324,0.271246,0.301226,0.246086,0.28005,0.494668,0.247014,0.497082,0.365396,0.301446,0.331426,0.256582,0.302374,0.393536,0.322422,0.358428,0.323348,0.33387
J7o,-0.719086,-0.724746,-0.731536,-0.835436,-0.43848,-0.426914,-0.415544,-0.359262,-0.35927,-0.365562,-0.508002,-0.327436,-0.312314,-0.334242,-0.489662,-0.381792,-0.090686,-0.288688,-0.277418,-0.502854,-0.294216,-0.332138,-0.351792,-0.495442,-0.252334,-0.484724,-0.085134,-0.529116,-0.308512,-0.22529,-0.213684,-0.258316,-0.298694,-0.353414,-0.2182,-0.471846,-0.291224,-0.21111,-0.513456,-0.27361,-0.182386,-0.169784,-0.329788,-0.491174,-0.464098,-0.203234,-0.3216,-0.066468,-0.174414,-0.217912,-0.255398,-0.3125,-0.166418,-0.219052,-0.423498,-0.296518,-0.440692,-0.467976,-0.157518,-0.211964,-0.483934,-0.174686,-0.204874,0.065,-0.372044,-0.04666,-0.221674,-0.278304,-0.17597,-0.397578,-0.196998,-0.222816,0.091976,-0.167998,-0.049852,-0.215726,-0.460616,0.12895,-0.34281,-0.16,-0.178794,-0.208636,0.074224,0.368402,0.204888,-0.151102,-0.02481,-0.20076,-0.180078,0.19855,0.15751,0,-0.172106,0.339982,0.200906,0.200928,0.20396,-0.164108,0.138572,0.312156,0.44819,0.27735,0.179584,0.213406,-0.15521,0.217694,0.2703,0.213174,0.417646,0.158862,0.272996,0.274976,0.19635,0.216412,0.330392,0.276476,0.387734,0.22531,0.17484,0.25231,0.28693,0.292782,0.22029,0.324728,0.2881,0.216938,0.230286,0.183574,0.19878,0.270116,0.291812,0.225836,0.412724,0.356616,0.30172,0.179754,0.247234,0.21111,0.222848,0.295782,0.406302,0.226198,0.388628,0.29239,0.256308,0.207416,0.23877,0.2729,0.3023,0.211296,0.440664,0.420768,0.251768,0.2857,0.235826,0.26718,0.298718,0.23971,0.302662,0.475176,0.281312,0.315242,0.249278,0.285644,0.509858,0.311672,0.345602,0.316004,0.326514
Q4o,-0.759522,-0.759376,-0.869609,-0.446036,-0.444272,-0.43635,-0.417256,-0.390388,-0.403158,-0.546452,-0.331478,-0.36085,-0.333156,-0.530868,-0.29699,-0.534714,-0.400242,-0.311166,-0.29885,-0.347148,-0.31007,-0.348824,-0.51855,-0.308234,-0.275252,-0.313484,-0.394962,-0.488638,-0.326836,-0.333754,-0.309774,-0.274054,-0.315346,-0.465724,-0.530434,-0.272058,-0.302924,-0.261424,-0.465116,-0.291746,-0.299936,-0.274012,-0.426698,-0.306622,0.02362,-0.254336,-0.44089,-0.358748,-0.50942,-0.313074,-0.266356,-0.367792,-0.220662,-0.318458,0.050004,-0.399246,0.085684,-0.270324,-0.212632,-0.520666,-0.296228,-0.277598,-0.242534,0.026324,0.077876,-0.085794,-0.232066,-0.336416,-0.283698,0.113844,-0.235444,-0.16417,0.054194,-0.49946,0.105036,-0.049984,-0.259836,0.088202,0.143338,-0.200698,-0.19126,0.006784,0.024548,0.081356,0.129318,-0.192668,-0.064154,0.012296,-0.118456,0.129828,0.117696,0.172106,0,0.052544,0.405652,0.105638,0.206444,0.064204,0.086142,0.046638,0.146464,0.198142,0.075784,0.208766,0.070394,0.130088,0.198388,0.39868,0.115768,0.064334,0.489076,0.1725,0.100232,0.200262,0.054084,0.282016,0.109408,0.202584,0.088782,0.140664,0.284746,0.198634,0.395446,0.078534,0.481466,0.193662,0.12828,0.059728,0.367748,0.1668,0.275238,0.195984,0.117414,0.346524,0.27797,0.2926,0.154414,0.317568,0.201796,0.478152,0.143548,0.198352,0.187954,0.268328,0.123174,0.143582,0.165556,0.448384,0.27106,0.342986,0.425612,0.212148,0.367118,0.394204,0.167776,0.18975,0.277072,0.375214,0.273556,0.26248,0.214784,0.23838,0.242054,0.425538,0.288456,0.24076,0.264356,0.460288,0.319396
